# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 54.200, 8.900 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/Berlin, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC
# {"units": {"time": "UTC", "local_time": "Europe/Berlin", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC"}, "params": {"local_time": true, "header": true, "lat": "54.2", "lon": "8.9", "date_from": "2022-01-01", "date_to": "2022-12-31", "dataset": "merra2", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature
2022-02-11 08:00,2022-02-11 09:00,0.017,0.002,0.028,3.909
2022-02-11 09:00,2022-02-11 10:00,0.046,0.005,0.058,3.994
2022-02-11 10:00,2022-02-11 11:00,0.157,0.043,0.135,4.069
2022-02-11 11:00,2022-02-11 12:00,0.352,0.228,0.158,4.321
2022-02-11 12:00,2022-02-11 13:00,0.499,0.439,0.115,4.509
2022-02-11 13:00,2022-02-11 14:00,0.442,0.396,0.091,4.436
2022-02-11 14:00,2022-02-11 15:00,0.278,0.234,0.072,4.082
2022-02-11 15:00,2022-02-11 16:00,0.066,0.051,0.033,3.295
2022-02-11 16:00,2022-02-11 17:00,0,0,0,2.125
2022-02-11 17:00,2022-02-11 18:00,0,0,0,1.561
2022-02-11 18:00,2022-02-11 19:00,0,0,0,1.156
2022-02-11 19:00,2022-02-11 20:00,0,0,0,0.898
2022-02-11 20:00,2022-02-11 21:00,0,0,0,0.808
2022-02-11 21:00,2022-02-11 22:00,0,0,0,0.909
2022-02-11 22:00,2022-02-11 23:00,0,0,0,1.017
2022-02-11 23:00,2022-02-12 00:00,0,0,0,0.997
2022-02-12 00:00,2022-02-12 01:00,0,0,0,0.740
2022-02-12 01:00,2022-02-12 02:00,0,0,0,0.593
2022-02-12 02:00,2022-02-12 03:00,0,0,0,0.610
2022-02-12 03:00,2022-02-12 04:00,0,0,0,0.705
2022-02-12 04:00,2022-02-12 05:00,0,0,0,0.794
2022-02-12 05:00,2022-02-12 06:00,0,0,0,0.773
2022-02-12 06:00,2022-02-12 07:00,0,0.001,0.001,0.653
2022-02-12 07:00,2022-02-12 08:00,0.072,0.050,0.040,0.964
2022-02-12 08:00,2022-02-12 09:00,0.242,0.179,0.085,1.643
2022-02-12 09:00,2022-02-12 10:00,0.386,0.314,0.106,2.554
2022-02-12 10:00,2022-02-12 11:00,0.492,0.432,0.111,3.592
2022-02-12 11:00,2022-02-12 12:00,0.525,0.474,0.111,4.372
2022-02-12 12:00,2022-02-12 13:00,0.477,0.419,0.109,4.670
2022-02-12 13:00,2022-02-12 14:00,0.389,0.331,0.097,4.706
2022-02-12 14:00,2022-02-12 15:00,0.242,0.193,0.075,4.402
2022-02-12 15:00,2022-02-12 16:00,0.060,0.045,0.033,3.638
2022-02-12 16:00,2022-02-12 17:00,0,0,0,2.882
2022-02-12 17:00,2022-02-12 18:00,0,0,0,2.554
2022-02-12 18:00,2022-02-12 19:00,0,0,0,2.141
2022-02-12 19:00,2022-02-12 20:00,0,0,0,1.873
2022-02-12 20:00,2022-02-12 21:00,0,0,0,1.755
2022-02-12 21:00,2022-02-12 22:00,0,0,0,1.661
2022-02-12 22:00,2022-02-12 23:00,0,0,0,1.593
2022-02-12 23:00,2022-02-13 00:00,0,0,0,1.622
2022-02-13 00:00,2022-02-13 01:00,0,0,0,1.685
2022-02-13 01:00,2022-02-13 02:00,0,0,0,1.528
2022-02-13 02:00,2022-02-13 03:00,0,0,0,1.085
2022-02-13 03:00,2022-02-13 04:00,0,0,0,0.793
2022-02-13 04:00,2022-02-13 05:00,0,0,0,0.659
2022-02-13 05:00,2022-02-13 06:00,0,0,0,0.637
2022-02-13 06:00,2022-02-13 07:00,0,0.001,0.002,0.695
2022-02-13 07:00,2022-02-13 08:00,0.034,0.013,0.035,1.070
2022-02-13 08:00,2022-02-13 09:00,0.093,0.028,0.083,1.730
2022-02-13 09:00,2022-02-13 10:00,0.194,0.083,0.133,2.622
2022-02-13 10:00,2022-02-13 11:00,0.347,0.221,0.158,3.799
2022-02-13 11:00,2022-02-13 12:00,0.342,0.210,0.166,4.743
2022-02-13 12:00,2022-02-13 13:00,0.236,0.105,0.158,5.194
2022-02-13 13:00,2022-02-13 14:00,0.119,0.030,0.110,5.280
2022-02-13 14:00,2022-02-13 15:00,0.058,0.012,0.064,5.112
2022-02-13 15:00,2022-02-13 16:00,0.012,0.003,0.021,4.740
2022-02-13 16:00,2022-02-13 17:00,0,0,0,4.329
2022-02-13 17:00,2022-02-13 18:00,0,0,0,4.206
2022-02-13 18:00,2022-02-13 19:00,0,0,0,4.296
2022-02-13 19:00,2022-02-13 20:00,0,0,0,4.567
2022-02-13 20:00,2022-02-13 21:00,0,0,0,4.814
2022-02-13 21:00,2022-02-13 22:00,0,0,0,5.045
2022-02-13 22:00,2022-02-13 23:00,0,0,0,5.272
2022-02-13 23:00,2022-02-14 00:00,0,0,0,5.362
2022-02-14 00:00,2022-02-14 01:00,0,0,0,5.440
2022-02-14 01:00,2022-02-14 02:00,0,0,0,5.454
2022-02-14 02:00,2022-02-14 03:00,0,0,0,5.500
2022-02-14 03:00,2022-02-14 04:00,0,0,0,5.539
2022-02-14 04:00,2022-02-14 05:00,0,0,0,5.465
2022-02-14 05:00,2022-02-14 06:00,0,0,0,5.302
2022-02-14 06:00,2022-02-14 07:00,0,0,0.002,5.208
2022-02-14 07:00,2022-02-14 08:00,0.032,0.012,0.035,5.476
2022-02-14 08:00,2022-02-14 09:00,0.142,0.066,0.099,6.242
2022-02-14 09:00,2022-02-14 10:00,0.205,0.093,0.138,7.234
2022-02-14 10:00,2022-02-14 11:00,0.167,0.047,0.145,8.350
2022-02-14 11:00,2022-02-14 12:00,0.092,0.013,0.101,8.678
2022-02-14 12:00,2022-02-14 13:00,0.166,0.048,0.144,8.505
2022-02-14 13:00,2022-02-14 14:00,0.212,0.106,0.134,8.358
2022-02-14 14:00,2022-02-14 15:00,0.172,0.104,0.094,8.221
2022-02-14 15:00,2022-02-14 16:00,0.052,0.031,0.039,7.813
2022-02-14 16:00,2022-02-14 17:00,0,0,0.001,7.099
2022-02-14 17:00,2022-02-14 18:00,0,0,0,6.558
2022-02-14 18:00,2022-02-14 19:00,0,0,0,6.130
2022-02-14 19:00,2022-02-14 20:00,0,0,0,5.683
2022-02-14 20:00,2022-02-14 21:00,0,0,0,5.396
2022-02-14 21:00,2022-02-14 22:00,0,0,0,5.474
2022-02-14 22:00,2022-02-14 23:00,0,0,0,5.688
2022-02-14 23:00,2022-02-15 00:00,0,0,0,5.813
2022-02-15 00:00,2022-02-15 01:00,0,0,0,5.574
2022-02-15 01:00,2022-02-15 02:00,0,0,0,5.505
2022-02-15 02:00,2022-02-15 03:00,0,0,0,5.690
2022-02-15 03:00,2022-02-15 04:00,0,0,0,5.768
2022-02-15 04:00,2022-02-15 05:00,0,0,0,5.678
2022-02-15 05:00,2022-02-15 06:00,0,0,0,5.554
2022-02-15 06:00,2022-02-15 07:00,0,0,0.001,5.345
2022-02-15 07:00,2022-02-15 08:00,0.023,0.006,0.031,5.445
2022-02-15 08:00,2022-02-15 09:00,0.076,0.017,0.079,5.769
2022-02-15 09:00,2022-02-15 10:00,0.136,0.035,0.123,6.109
2022-02-15 10:00,2022-02-15 11:00,0.185,0.056,0.154,6.419
2022-02-15 11:00,2022-02-15 12:00,0.210,0.070,0.166,6.514
2022-02-15 12:00,2022-02-15 13:00,0.181,0.055,0.151,6.519
2022-02-15 13:00,2022-02-15 14:00,0.173,0.063,0.134,6.583
2022-02-15 14:00,2022-02-15 15:00,0.092,0.028,0.084,6.567
2022-02-15 15:00,2022-02-15 16:00,0.026,0.009,0.033,6.412
2022-02-15 16:00,2022-02-15 17:00,0,0,0.001,6.012
2022-02-15 17:00,2022-02-15 18:00,0,0,0,5.628
2022-02-15 18:00,2022-02-15 19:00,0,0,0,4.923
2022-02-15 19:00,2022-02-15 20:00,0,0,0,4.376
2022-02-15 20:00,2022-02-15 21:00,0,0,0,4.636
2022-02-15 21:00,2022-02-15 22:00,0,0,0,5.230
2022-02-15 22:00,2022-02-15 23:00,0,0,0,5.457
2022-02-15 23:00,2022-02-16 00:00,0,0,0,5.416
2022-02-16 00:00,2022-02-16 01:00,0,0,0,5.249
2022-02-16 01:00,2022-02-16 02:00,0,0,0,5.028
2022-02-16 02:00,2022-02-16 03:00,0,0,0,4.831
2022-02-16 03:00,2022-02-16 04:00,0,0,0,4.973
2022-02-16 04:00,2022-02-16 05:00,0,0,0,5.153
2022-02-16 05:00,2022-02-16 06:00,0,0,0,5.210
2022-02-16 06:00,2022-02-16 07:00,0,0,0.001,4.984
2022-02-16 07:00,2022-02-16 08:00,0.003,0,0.010,4.660
2022-02-16 08:00,2022-02-16 09:00,0.025,0.002,0.038,5.242
2022-02-16 09:00,2022-02-16 10:00,0.033,0.002,0.047,6.623
2022-02-16 10:00,2022-02-16 11:00,0.030,0.001,0.045,8.043
2022-02-16 11:00,2022-02-16 12:00,0.106,0.012,0.117,8.770
2022-02-16 12:00,2022-02-16 13:00,0.259,0.105,0.186,9.283
2022-02-16 13:00,2022-02-16 14:00,0.104,0.017,0.109,9.202
2022-02-16 14:00,2022-02-16 15:00,0.037,0.003,0.050,8.884
2022-02-16 15:00,2022-02-16 16:00,0.004,0.001,0.012,8.620
2022-02-16 16:00,2022-02-16 17:00,0,0,0,8.326
2022-02-16 17:00,2022-02-16 18:00,0,0,0,8.173
2022-02-16 18:00,2022-02-16 19:00,0,0,0,8.367
2022-02-16 19:00,2022-02-16 20:00,0,0,0,8.950
2022-02-16 20:00,2022-02-16 21:00,0,0,0,9.742
2022-02-16 21:00,2022-02-16 22:00,0,0,0,9.638
2022-02-16 22:00,2022-02-16 23:00,0,0,0,9.299
2022-02-16 23:00,2022-02-17 00:00,0,0,0,8.929
2022-02-17 00:00,2022-02-17 01:00,0,0,0,8.392
2022-02-17 01:00,2022-02-17 02:00,0,0,0,7.965
2022-02-17 02:00,2022-02-17 03:00,0,0,0,7.592
2022-02-17 03:00,2022-02-17 04:00,0,0,0,7.365
2022-02-17 04:00,2022-02-17 05:00,0,0,0,7.042
2022-02-17 05:00,2022-02-17 06:00,0,0,0,6.617
2022-02-17 06:00,2022-02-17 07:00,0,0,0.002,6.381
2022-02-17 07:00,2022-02-17 08:00,0.020,0.004,0.030,6.373
2022-02-17 08:00,2022-02-17 09:00,0.068,0.012,0.076,6.422
2022-02-17 09:00,2022-02-17 10:00,0.115,0.021,0.115,6.562
2022-02-17 10:00,2022-02-17 11:00,0.140,0.025,0.138,6.639
2022-02-17 11:00,2022-02-17 12:00,0.119,0.016,0.124,6.614
2022-02-17 12:00,2022-02-17 13:00,0.119,0.018,0.123,6.489
2022-02-17 13:00,2022-02-17 14:00,0.117,0.023,0.116,6.352
2022-02-17 14:00,2022-02-17 15:00,0.087,0.021,0.087,6.148
2022-02-17 15:00,2022-02-17 16:00,0.024,0.006,0.033,5.925
2022-02-17 16:00,2022-02-17 17:00,0,0,0.001,5.940
2022-02-17 17:00,2022-02-17 18:00,0,0,0,5.964
2022-02-17 18:00,2022-02-17 19:00,0,0,0,5.841
2022-02-17 19:00,2022-02-17 20:00,0,0,0,5.792
2022-02-17 20:00,2022-02-17 21:00,0,0,0,5.776
2022-02-17 21:00,2022-02-17 22:00,0,0,0,5.779
2022-02-17 22:00,2022-02-17 23:00,0,0,0,5.741
2022-02-17 23:00,2022-02-18 00:00,0,0,0,5.465
2022-02-18 00:00,2022-02-18 01:00,0,0,0,5.155
2022-02-18 01:00,2022-02-18 02:00,0,0,0,4.940
2022-02-18 02:00,2022-02-18 03:00,0,0,0,4.726
2022-02-18 03:00,2022-02-18 04:00,0,0,0,4.521
2022-02-18 04:00,2022-02-18 05:00,0,0,0,4.268
2022-02-18 05:00,2022-02-18 06:00,0,0,0,4.252
2022-02-18 06:00,2022-02-18 07:00,0,0,0.002,4.096
2022-02-18 07:00,2022-02-18 08:00,0.012,0.001,0.022,4.154
2022-02-18 08:00,2022-02-18 09:00,0.027,0.002,0.040,4.261
2022-02-18 09:00,2022-02-18 10:00,0.035,0.002,0.050,4.404
2022-02-18 10:00,2022-02-18 11:00,0.036,0.001,0.051,4.442
2022-02-18 11:00,2022-02-18 12:00,0.030,0.001,0.044,4.281
2022-02-18 12:00,2022-02-18 13:00,0.020,0.001,0.033,4.970
2022-02-18 13:00,2022-02-18 14:00,0.016,0.001,0.029,7.188
2022-02-18 14:00,2022-02-18 15:00,0.025,0.002,0.039,8.920
2022-02-18 15:00,2022-02-18 16:00,0.009,0.001,0.019,9.397
2022-02-18 16:00,2022-02-18 17:00,0,0,0.001,8.525
2022-02-18 17:00,2022-02-18 18:00,0,0,0,7.134
2022-02-18 18:00,2022-02-18 19:00,0,0,0,6.267
2022-02-18 19:00,2022-02-18 20:00,0,0,0,6.513
2022-02-18 20:00,2022-02-18 21:00,0,0,0,6.434
2022-02-18 21:00,2022-02-18 22:00,0,0,0,5.606
2022-02-18 22:00,2022-02-18 23:00,0,0,0,5.485
2022-02-18 23:00,2022-02-19 00:00,0,0,0,5.449
2022-02-19 00:00,2022-02-19 01:00,0,0,0,4.994
2022-02-19 01:00,2022-02-19 02:00,0,0,0,4.433
2022-02-19 02:00,2022-02-19 03:00,0,0,0,4.353
2022-02-19 03:00,2022-02-19 04:00,0,0,0,4.462
2022-02-19 04:00,2022-02-19 05:00,0,0,0,4.735
2022-02-19 05:00,2022-02-19 06:00,0,0,0,4.931
2022-02-19 06:00,2022-02-19 07:00,0,0.001,0.004,5.064
2022-02-19 07:00,2022-02-19 08:00,0.025,0.005,0.035,5.204
2022-02-19 08:00,2022-02-19 09:00,0.062,0.009,0.071,5.239
2022-02-19 09:00,2022-02-19 10:00,0.082,0.010,0.091,5.212
2022-02-19 10:00,2022-02-19 11:00,0.097,0.011,0.106,5.244
2022-02-19 11:00,2022-02-19 12:00,0.152,0.029,0.146,5.403
2022-02-19 12:00,2022-02-19 13:00,0.241,0.095,0.173,5.596
2022-02-19 13:00,2022-02-19 14:00,0.262,0.143,0.148,5.605
2022-02-19 14:00,2022-02-19 15:00,0.212,0.130,0.107,5.401
2022-02-19 15:00,2022-02-19 16:00,0.050,0.020,0.047,5.066
2022-02-19 16:00,2022-02-19 17:00,0,0,0.002,4.787
2022-02-19 17:00,2022-02-19 18:00,0,0,0,4.709
2022-02-19 18:00,2022-02-19 19:00,0,0,0,4.593
2022-02-19 19:00,2022-02-19 20:00,0,0,0,4.383
2022-02-19 20:00,2022-02-19 21:00,0,0,0,4.054
2022-02-19 21:00,2022-02-19 22:00,0,0,0,3.662
2022-02-19 22:00,2022-02-19 23:00,0,0,0,3.379
2022-02-19 23:00,2022-02-20 00:00,0,0,0,3.078
2022-02-20 00:00,2022-02-20 01:00,0,0,0,2.816
2022-02-20 01:00,2022-02-20 02:00,0,0,0,2.919
2022-02-20 02:00,2022-02-20 03:00,0,0,0,3.096
2022-02-20 03:00,2022-02-20 04:00,0,0,0,3.079
2022-02-20 04:00,2022-02-20 05:00,0,0,0,3.042
2022-02-20 05:00,2022-02-20 06:00,0,0,0,3.369
2022-02-20 06:00,2022-02-20 07:00,0,0,0.003,3.670
2022-02-20 07:00,2022-02-20 08:00,0.010,0.001,0.021,3.812
2022-02-20 08:00,2022-02-20 09:00,0.027,0.002,0.040,3.613
2022-02-20 09:00,2022-02-20 10:00,0.039,0.002,0.053,2.961
2022-02-20 10:00,2022-02-20 11:00,0.041,0.002,0.056,2.748
2022-02-20 11:00,2022-02-20 12:00,0.025,0.001,0.039,4.779
2022-02-20 12:00,2022-02-20 13:00,0.024,0.001,0.037,7.029
2022-02-20 13:00,2022-02-20 14:00,0.033,0.001,0.048,7.993
2022-02-20 14:00,2022-02-20 15:00,0.019,0.001,0.032,8.152
2022-02-20 15:00,2022-02-20 16:00,0.004,0,0.013,8.072
2022-02-20 16:00,2022-02-20 17:00,0,0,0.001,7.947
2022-02-20 17:00,2022-02-20 18:00,0,0,0,7.846
2022-02-20 18:00,2022-02-20 19:00,0,0,0,7.872
2022-02-20 19:00,2022-02-20 20:00,0,0,0,8.010
2022-02-20 20:00,2022-02-20 21:00,0,0,0,8.271
2022-02-20 21:00,2022-02-20 22:00,0,0,0,8.550
2022-02-20 22:00,2022-02-20 23:00,0,0,0,8.430
2022-02-20 23:00,2022-02-21 00:00,0,0,0,7.765
2022-02-21 00:00,2022-02-21 01:00,0,0,0,6.554
2022-02-21 01:00,2022-02-21 02:00,0,0,0,5.647
2022-02-21 02:00,2022-02-21 03:00,0,0,0,5.471
2022-02-21 03:00,2022-02-21 04:00,0,0,0,5.328
2022-02-21 04:00,2022-02-21 05:00,0,0,0,4.792
2022-02-21 05:00,2022-02-21 06:00,0,0,0,4.672
2022-02-21 06:00,2022-02-21 07:00,0,0.001,0.005,4.578
2022-02-21 07:00,2022-02-21 08:00,0.030,0.005,0.040,4.642
2022-02-21 08:00,2022-02-21 09:00,0.068,0.010,0.077,4.915
2022-02-21 09:00,2022-02-21 10:00,0.113,0.017,0.117,5.033
2022-02-21 10:00,2022-02-21 11:00,0.132,0.019,0.135,4.581
2022-02-21 11:00,2022-02-21 12:00,0.102,0.010,0.112,3.922
2022-02-21 12:00,2022-02-21 13:00,0.078,0.006,0.090,3.686
2022-02-21 13:00,2022-02-21 14:00,0.080,0.009,0.091,3.983
2022-02-21 14:00,2022-02-21 15:00,0.104,0.026,0.098,4.601
2022-02-21 15:00,2022-02-21 16:00,0.057,0.021,0.054,5.071
2022-02-21 16:00,2022-02-21 17:00,0,0.001,0.003,5.219
2022-02-21 17:00,2022-02-21 18:00,0,0,0,5.473
2022-02-21 18:00,2022-02-21 19:00,0,0,0,5.758
2022-02-21 19:00,2022-02-21 20:00,0,0,0,5.859
2022-02-21 20:00,2022-02-21 21:00,0,0,0,5.750
2022-02-21 21:00,2022-02-21 22:00,0,0,0,5.473
2022-02-21 22:00,2022-02-21 23:00,0,0,0,5.125
2022-02-21 23:00,2022-02-22 00:00,0,0,0,4.925
2022-02-22 00:00,2022-02-22 01:00,0,0,0,4.950
2022-02-22 01:00,2022-02-22 02:00,0,0,0,4.951
2022-02-22 02:00,2022-02-22 03:00,0,0,0,4.850
2022-02-22 03:00,2022-02-22 04:00,0,0,0,4.736
2022-02-22 04:00,2022-02-22 05:00,0,0,0,4.667
2022-02-22 05:00,2022-02-22 06:00,0,0,0,4.563
2022-02-22 06:00,2022-02-22 07:00,0.003,0.002,0.009,4.335
2022-02-22 07:00,2022-02-22 08:00,0.068,0.024,0.063,4.740
2022-02-22 08:00,2022-02-22 09:00,0.139,0.044,0.117,5.341
2022-02-22 09:00,2022-02-22 10:00,0.161,0.039,0.146,5.762
2022-02-22 10:00,2022-02-22 11:00,0.141,0.021,0.142,5.895
2022-02-22 11:00,2022-02-22 12:00,0.109,0.011,0.119,5.880
2022-02-22 12:00,2022-02-22 13:00,0.081,0.006,0.095,5.825
2022-02-22 13:00,2022-02-22 14:00,0.041,0.002,0.056,5.701
2022-02-22 14:00,2022-02-22 15:00,0.015,0.001,0.027,5.518
2022-02-22 15:00,2022-02-22 16:00,0.001,0,0.008,5.644
2022-02-22 16:00,2022-02-22 17:00,0,0,0,6.231
2022-02-22 17:00,2022-02-22 18:00,0,0,0,6.746
2022-02-22 18:00,2022-02-22 19:00,0,0,0,6.700
2022-02-22 19:00,2022-02-22 20:00,0,0,0,6.341
2022-02-22 20:00,2022-02-22 21:00,0,0,0,6.076
2022-02-22 21:00,2022-02-22 22:00,0,0,0,5.930
2022-02-22 22:00,2022-02-22 23:00,0,0,0,5.773
2022-02-22 23:00,2022-02-23 00:00,0,0,0,5.764
2022-02-23 00:00,2022-02-23 01:00,0,0,0,5.800
2022-02-23 01:00,2022-02-23 02:00,0,0,0,5.628
2022-02-23 02:00,2022-02-23 03:00,0,0,0,5.400
2022-02-23 03:00,2022-02-23 04:00,0,0,0,5.336
2022-02-23 04:00,2022-02-23 05:00,0,0,0,5.433
2022-02-23 05:00,2022-02-23 06:00,0,0,0,5.511
2022-02-23 06:00,2022-02-23 07:00,0.007,0.007,0.010,5.472
2022-02-23 07:00,2022-02-23 08:00,0.149,0.110,0.061,5.725
2022-02-23 08:00,2022-02-23 09:00,0.368,0.326,0.081,6.225
2022-02-23 09:00,2022-02-23 10:00,0.558,0.553,0.079,6.767
2022-02-23 10:00,2022-02-23 11:00,0.656,0.680,0.079,7.132
2022-02-23 11:00,2022-02-23 12:00,0.691,0.730,0.076,7.391
2022-02-23 12:00,2022-02-23 13:00,0.656,0.686,0.074,7.604
2022-02-23 13:00,2022-02-23 14:00,0.554,0.559,0.071,7.731
2022-02-23 14:00,2022-02-23 15:00,0.368,0.341,0.069,7.666
2022-02-23 15:00,2022-02-23 16:00,0.136,0.109,0.051,7.316
2022-02-23 16:00,2022-02-23 17:00,0.004,0.007,0.006,6.686
2022-02-23 17:00,2022-02-23 18:00,0,0,0,6.339
2022-02-23 18:00,2022-02-23 19:00,0,0,0,6.073
2022-02-23 19:00,2022-02-23 20:00,0,0,0,5.794
2022-02-23 20:00,2022-02-23 21:00,0,0,0,5.529
2022-02-23 21:00,2022-02-23 22:00,0,0,0,5.450
2022-02-23 22:00,2022-02-23 23:00,0,0,0,5.566
2022-02-23 23:00,2022-02-24 00:00,0,0,0,5.600
2022-02-24 00:00,2022-02-24 01:00,0,0,0,5.592
2022-02-24 01:00,2022-02-24 02:00,0,0,0,5.617
2022-02-24 02:00,2022-02-24 03:00,0,0,0,5.596
2022-02-24 03:00,2022-02-24 04:00,0,0,0,5.518
2022-02-24 04:00,2022-02-24 05:00,0,0,0,5.416
2022-02-24 05:00,2022-02-24 06:00,0,0,0,5.406
2022-02-24 06:00,2022-02-24 07:00,0.001,0.001,0.007,5.469
2022-02-24 07:00,2022-02-24 08:00,0.034,0.006,0.044,5.741
2022-02-24 08:00,2022-02-24 09:00,0.093,0.018,0.096,6.208
2022-02-24 09:00,2022-02-24 10:00,0.140,0.029,0.133,6.658
2022-02-24 10:00,2022-02-24 11:00,0.211,0.063,0.175,7.087
2022-02-24 11:00,2022-02-24 12:00,0.339,0.181,0.196,7.611
2022-02-24 12:00,2022-02-24 13:00,0.441,0.323,0.172,8.175
2022-02-24 13:00,2022-02-24 14:00,0.226,0.096,0.159,8.219
2022-02-24 14:00,2022-02-24 15:00,0.078,0.013,0.085,7.642
2022-02-24 15:00,2022-02-24 16:00,0.012,0.001,0.022,6.453
2022-02-24 16:00,2022-02-24 17:00,0,0,0.001,5.032
2022-02-24 17:00,2022-02-24 18:00,0,0,0,3.903
2022-02-24 18:00,2022-02-24 19:00,0,0,0,3.328
2022-02-24 19:00,2022-02-24 20:00,0,0,0,3.355
2022-02-24 20:00,2022-02-24 21:00,0,0,0,3.799
2022-02-24 21:00,2022-02-24 22:00,0,0,0,4.387
2022-02-24 22:00,2022-02-24 23:00,0,0,0,4.682
2022-02-24 23:00,2022-02-25 00:00,0,0,0,4.628
2022-02-25 00:00,2022-02-25 01:00,0,0,0,4.412
2022-02-25 01:00,2022-02-25 02:00,0,0,0,4.192
2022-02-25 02:00,2022-02-25 03:00,0,0,0,4.048
2022-02-25 03:00,2022-02-25 04:00,0,0,0,3.937
2022-02-25 04:00,2022-02-25 05:00,0,0,0,3.782
2022-02-25 05:00,2022-02-25 06:00,0,0,0,3.644
2022-02-25 06:00,2022-02-25 07:00,0,0.001,0.006,3.824
2022-02-25 07:00,2022-02-25 08:00,0.038,0.008,0.047,4.337
2022-02-25 08:00,2022-02-25 09:00,0.160,0.060,0.123,4.958
2022-02-25 09:00,2022-02-25 10:00,0.237,0.099,0.164,5.403
2022-02-25 10:00,2022-02-25 11:00,0.235,0.080,0.181,5.465
2022-02-25 11:00,2022-02-25 12:00,0.218,0.063,0.180,5.483
2022-02-25 12:00,2022-02-25 13:00,0.210,0.062,0.173,5.624
2022-02-25 13:00,2022-02-25 14:00,0.184,0.058,0.151,5.788
2022-02-25 14:00,2022-02-25 15:00,0.122,0.037,0.107,5.802
2022-02-25 15:00,2022-02-25 16:00,0.075,0.031,0.063,5.694
2022-02-25 16:00,2022-02-25 17:00,0.002,0.003,0.007,5.471
2022-02-25 17:00,2022-02-25 18:00,0,0,0,5.388
2022-02-25 18:00,2022-02-25 19:00,0,0,0,5.263
2022-02-25 19:00,2022-02-25 20:00,0,0,0,5.041
2022-02-25 20:00,2022-02-25 21:00,0,0,0,4.765
2022-02-25 21:00,2022-02-25 22:00,0,0,0,4.609
2022-02-25 22:00,2022-02-25 23:00,0,0,0,4.486
2022-02-25 23:00,2022-02-26 00:00,0,0,0,4.187
2022-02-26 00:00,2022-02-26 01:00,0,0,0,3.961
2022-02-26 01:00,2022-02-26 02:00,0,0,0,3.625
2022-02-26 02:00,2022-02-26 03:00,0,0,0,3.281
2022-02-26 03:00,2022-02-26 04:00,0,0,0,2.734
2022-02-26 04:00,2022-02-26 05:00,0,0,0,2.332
2022-02-26 05:00,2022-02-26 06:00,0,0,0,1.997
2022-02-26 06:00,2022-02-26 07:00,0.021,0.019,0.015,1.997
2022-02-26 07:00,2022-02-26 08:00,0.169,0.125,0.064,2.786
2022-02-26 08:00,2022-02-26 09:00,0.365,0.311,0.088,3.338
2022-02-26 09:00,2022-02-26 10:00,0.540,0.515,0.088,4.533
2022-02-26 10:00,2022-02-26 11:00,0.709,0.756,0.069,6.269
2022-02-26 11:00,2022-02-26 12:00,0.729,0.789,0.069,7.206
2022-02-26 12:00,2022-02-26 13:00,0.687,0.733,0.069,7.633
2022-02-26 13:00,2022-02-26 14:00,0.587,0.607,0.065,7.777
2022-02-26 14:00,2022-02-26 15:00,0.424,0.415,0.060,7.698
2022-02-26 15:00,2022-02-26 16:00,0.201,0.180,0.047,7.079
2022-02-26 16:00,2022-02-26 17:00,0.014,0.017,0.009,5.747
2022-02-26 17:00,2022-02-26 18:00,0,0,0,4.481
2022-02-26 18:00,2022-02-26 19:00,0,0,0,3.437
2022-02-26 19:00,2022-02-26 20:00,0,0,0,2.880
2022-02-26 20:00,2022-02-26 21:00,0,0,0,2.422
2022-02-26 21:00,2022-02-26 22:00,0,0,0,1.850
2022-02-26 22:00,2022-02-26 23:00,0,0,0,1.328
2022-02-26 23:00,2022-02-27 00:00,0,0,0,0.894
2022-02-27 00:00,2022-02-27 01:00,0,0,0,0.551
2022-02-27 01:00,2022-02-27 02:00,0,0,0,0.290
2022-02-27 02:00,2022-02-27 03:00,0,0,0,0.062
2022-02-27 03:00,2022-02-27 04:00,0,0,0,0.049
2022-02-27 04:00,2022-02-27 05:00,0,0,0,0.061
2022-02-27 05:00,2022-02-27 06:00,0,0,0,-0.054
2022-02-27 06:00,2022-02-27 07:00,0.026,0.024,0.016,0.084
2022-02-27 07:00,2022-02-27 08:00,0.230,0.195,0.057,0.971
2022-02-27 08:00,2022-02-27 09:00,0.497,0.487,0.058,2.247
2022-02-27 09:00,2022-02-27 10:00,0.647,0.672,0.060,3.597
2022-02-27 10:00,2022-02-27 11:00,0.724,0.776,0.064,5.010
2022-02-27 11:00,2022-02-27 12:00,0.742,0.803,0.066,5.962
2022-02-27 12:00,2022-02-27 13:00,0.702,0.752,0.065,6.533
2022-02-27 13:00,2022-02-27 14:00,0.602,0.626,0.062,6.832
2022-02-27 14:00,2022-02-27 15:00,0.440,0.435,0.056,6.827
2022-02-27 15:00,2022-02-27 16:00,0.218,0.199,0.045,6.149
